PID,Name,Total Percent,Kernel Percent,User Percent
7712,Isolated Web Co,5.000000,1.000000,0.000000
3649,Xorg,31.000000,1.000000,0.000000
3636,xrdp,46.000000,0.000000,0.000000
7712,Isolated Web Co,26.000000,1.000000,0.000000
7365,Renderer,5.000000,1.000000,0.000000
3649,Xorg,5.000000,1.000000,0.000000
3636,xrdp,41.000000,1.000000,0.000000
7712,Isolated Web Co,5.000000,1.000000,0.000000
3649,Xorg,22.000000,1.000000,0.000000
3636,xrdp,26.000000,1.000000,0.000000
3649,Xorg,5.000000,1.000000,0.000000
10084,JobScheduler FJ,60.000000,0.000000,1.000000
10076,JobScheduler FJ,51.000000,0.000000,0.000000
10082,JobScheduler FJ,55.000000,0.000000,0.000000
10077,JobScheduler FJ,50.000000,0.000000,0.000000
10078,JobScheduler FJ,57.000000,0.000000,0.000000
4528,C2 CompilerThre,22.000000,0.000000,0.000000
10085,JobScheduler FJ,53.000000,0.000000,0.000000
10080,JobScheduler FJ,42.000000,0.000000,0.000000
10079,JobScheduler FJ,88.000000,0.000000,0.000000
10081,JobScheduler FJ,44.000000,0.000000,0.000000
10073,JobScheduler FJ,91.000000,0.000000,0.000000
3636,xrdp,5.000000,0.000000,0.000000
10075,JobScheduler FJ,49.000000,0.000000,0.000000
7712,Isolated Web Co,25.000000,1.000000,0.000000
7797,TaskCon~ller #0,40.000000,1.000000,0.000000
3636,xrdp,26.000000,1.000000,0.000000
7712,Isolated Web Co,25.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
7712,Isolated Web Co,20.000000,1.000000,0.000000
3636,xrdp,0.000000,1.000000,0.000000
3649,Xorg,31.000000,1.000000,0.000000
3636,xrdp,54.000000,1.000000,0.000000
7365,Renderer,5.000000,1.000000,0.000000
7712,Isolated Web Co,27.000000,1.000000,0.000000
3636,xrdp,26.000000,1.000000,0.000000
3649,Xorg,12.000000,1.000000,0.000000
7712,Isolated Web Co,31.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
3636,xrdp,15.000000,1.000000,0.000000
3649,Xorg,5.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
7712,Isolated Web Co,28.000000,1.000000,0.000000
3636,xrdp,25.000000,1.000000,0.000000
3649,Xorg,30.000000,1.000000,0.000000
3636,xrdp,40.000000,1.000000,0.000000
3636,xrdp,10.000000,1.000000,0.000000
3649,Xorg,10.000000,1.000000,0.000000
7712,Isolated Web Co,25.000000,1.000000,0.000000
3636,xrdp,28.000000,1.000000,0.000000
7712,Isolated Web Co,40.000000,1.000000,0.000000
3649,Xorg,17.000000,1.000000,0.000000
7365,Renderer,5.000000,1.000000,0.000000
3636,xrdp,39.000000,0.000000,0.000000
3649,Xorg,10.000000,1.000000,0.000000
3649,Xorg,22.000000,1.000000,0.000000
3636,xrdp,0.000000,1.000000,0.000000
3636,xrdp,47.000000,1.000000,0.000000
7712,Isolated Web Co,27.000000,1.000000,0.000000
3649,Xorg,15.000000,1.000000,0.000000
10392,firefox,65.000000,1.000000,0.000000
7712,Isolated Web Co,0.000000,1.000000,0.000000
7712,Isolated Web Co,49.000000,0.000000,0.000000
3649,Xorg,10.000000,1.000000,0.000000
7365,Renderer,16.000000,1.000000,0.000000
3636,xrdp,15.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
3649,Xorg,10.000000,1.000000,0.000000
3636,xrdp,0.000000,1.000000,0.000000
3649,Xorg,39.000000,1.000000,0.000000
3636,xrdp,48.000000,1.000000,0.000000
3649,Xorg,15.000000,1.000000,0.000000
3649,Xorg,34.000000,1.000000,0.000000
3636,xrdp,47.000000,1.000000,0.000000
7712,Isolated Web Co,0.000000,1.000000,0.000000
3649,Xorg,20.000000,1.000000,0.000000
3636,xrdp,36.000000,1.000000,0.000000
7712,Isolated Web Co,31.000000,1.000000,0.000000
3649,Xorg,36.000000,1.000000,0.000000
3636,xrdp,46.000000,1.000000,0.000000
7712,Isolated Web Co,5.000000,1.000000,0.000000
3649,Xorg,25.000000,0.000000,0.000000
3636,xrdp,33.000000,1.000000,0.000000
7712,Isolated Web Co,26.000000,1.000000,0.000000
3649,Xorg,21.000000,1.000000,0.000000
3636,xrdp,25.000000,1.000000,0.000000
4528,C2 CompilerThre,16.000000,0.000000,0.000000
4568,G1 Conc#2,45.000000,0.000000,0.000000
10076,JobScheduler FJ,60.000000,0.000000,0.000000
10082,JobScheduler FJ,45.000000,0.000000,0.000000
4567,G1 Conc#1,58.000000,0.000000,0.000000
10079,JobScheduler FJ,47.000000,0.000000,0.000000
10078,JobScheduler FJ,68.000000,0.000000,0.000000
10077,JobScheduler FJ,50.000000,0.000000,0.000000
10084,JobScheduler FJ,41.000000,0.000000,0.000000
10081,JobScheduler FJ,48.000000,0.000000,0.000000
10075,JobScheduler FJ,88.000000,0.000000,0.000000
10073,JobScheduler FJ,42.000000,0.000000,0.000000
10080,JobScheduler FJ,43.000000,0.000000,0.000000
4518,G1 Conc#0,125.000000,0.000000,1.000000
10085,JobScheduler FJ,75.000000,0.000000,0.000000
3636,xrdp,31.000000,1.000000,0.000000
7712,Isolated Web Co,31.000000,1.000000,0.000000
3649,Xorg,20.000000,1.000000,0.000000
3636,xrdp,20.000000,1.000000,0.000000
3649,Xorg,36.000000,1.000000,0.000000
7365,Renderer,5.000000,1.000000,0.000000
7712,Isolated Web Co,30.000000,1.000000,0.000000
3649,Xorg,10.000000,1.000000,0.000000
3636,xrdp,45.000000,1.000000,0.000000
3649,Xorg,31.000000,1.000000,0.000000
7712,Isolated Web Co,5.000000,1.000000,0.000000
7365,Renderer,10.000000,1.000000,0.000000
7712,Isolated Web Co,31.000000,1.000000,0.000000
3636,xrdp,16.000000,1.000000,0.000000
7712,Isolated Web Co,31.000000,1.000000,0.000000
3636,xrdp,49.000000,1.000000,0.000000
3649,Xorg,38.000000,1.000000,0.000000
7712,Isolated Web Co,30.000000,1.000000,0.000000
3636,xrdp,38.000000,1.000000,0.000000
3649,Xorg,30.000000,1.000000,0.000000
7712,Isolated Web Co,31.000000,1.000000,0.000000
3649,Xorg,20.000000,1.000000,0.000000
3636,xrdp,33.000000,1.000000,0.000000
7712,Isolated Web Co,5.000000,1.000000,0.000000
3649,Xorg,10.000000,1.000000,0.000000
3636,xrdp,5.000000,1.000000,0.000000
3649,Xorg,25.000000,1.000000,0.000000
7712,Isolated Web Co,5.000000,1.000000,0.000000
3636,xrdp,42.000000,1.000000,0.000000
7712,Isolated Web Co,36.000000,1.000000,0.000000
3649,Xorg,20.000000,1.000000,0.000000
3636,xrdp,30.000000,1.000000,0.000000
7712,Isolated Web Co,33.000000,1.000000,0.000000
3649,Xorg,20.000000,1.000000,0.000000
3636,xrdp,29.000000,1.000000,0.000000
7712,Isolated Web Co,21.000000,1.000000,0.000000
3649,Xorg,20.000000,0.000000,0.000000
3636,xrdp,39.000000,1.000000,0.000000
7712,Isolated Web Co,10.000000,1.000000,0.000000
3636,xrdp,0.000000,1.000000,0.000000
3649,Xorg,15.000000,1.000000,0.000000
3636,xrdp,27.000000,1.000000,0.000000
3649,Xorg,50.000000,1.000000,0.000000
3636,xrdp,48.000000,1.000000,0.000000
10073,JobScheduler FJ,47.000000,1.000000,0.000000
4528,C2 CompilerThre,16.000000,0.000000,0.000000
10077,JobScheduler FJ,47.000000,0.000000,0.000000
10082,JobScheduler FJ,76.000000,0.000000,0.000000
10079,JobScheduler FJ,81.000000,0.000000,0.000000
10076,JobScheduler FJ,45.000000,0.000000,0.000000
10081,JobScheduler FJ,86.000000,0.000000,0.000000
10085,JobScheduler FJ,40.000000,0.000000,0.000000
10084,JobScheduler FJ,41.000000,0.000000,0.000000
10080,JobScheduler FJ,111.000000,1.000000,0.000000
10078,JobScheduler FJ,116.000000,1.000000,0.000000
10075,JobScheduler FJ,57.000000,1.000000,0.000000
3649,Xorg,0.000000,0.000000,0.000000
3636,xrdp,52.000000,1.000000,0.000000
7712,Isolated Web Co,23.000000,1.000000,0.000000
3636,xrdp,42.000000,1.000000,0.000000
3649,Xorg,42.000000,1.000000,0.000000
7365,Renderer,40.000000,1.000000,0.000000
7437,WRRende~ckend#1,15.000000,1.000000,0.000000
7712,Isolated Web Co,38.000000,1.000000,0.000000
3649,Xorg,40.000000,1.000000,0.000000
7712,Isolated Web Co,10.000000,1.000000,0.000000
7365,Renderer,35.000000,1.000000,0.000000
3636,xrdp,40.000000,1.000000,0.000000
7712,Isolated Web Co,36.000000,1.000000,0.000000
7437,WRRende~ckend#1,5.000000,1.000000,0.000000
3649,Xorg,39.000000,1.000000,0.000000
7365,Renderer,36.000000,0.000000,0.000000
3636,xrdp,49.000000,1.000000,0.000000
7712,Isolated Web Co,11.000000,1.000000,0.000000
3649,Xorg,40.000000,1.000000,0.000000
7365,Renderer,40.000000,1.000000,0.000000
3636,xrdp,41.000000,1.000000,0.000000
7712,Isolated Web Co,36.000000,1.000000,0.000000
7712,Isolated Web Co,54.000000,1.000000,0.000000
7365,Renderer,25.000000,1.000000,0.000000
3649,Xorg,15.000000,1.000000,0.000000
3636,xrdp,27.000000,1.000000,0.000000
3649,Xorg,55.000000,1.000000,0.000000
3636,xrdp,42.000000,1.000000,0.000000
3636,xrdp,45.000000,1.000000,0.000000
3649,Xorg,18.000000,1.000000,0.000000
7712,Isolated Web Co,25.000000,1.000000,0.000000
7365,Renderer,33.000000,1.000000,0.000000
3649,Xorg,40.000000,1.000000,0.000000
7712,Isolated Web Co,10.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
3636,xrdp,20.000000,1.000000,0.000000
3649,Xorg,25.000000,1.000000,0.000000
3636,xrdp,32.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
3649,Xorg,35.000000,1.000000,0.000000
3636,xrdp,45.000000,1.000000,0.000000
7712,Isolated Web Co,28.000000,0.000000,0.000000
3649,Xorg,26.000000,1.000000,0.000000
7365,Renderer,20.000000,1.000000,0.000000
3636,xrdp,38.000000,1.000000,0.000000
7712,Isolated Web Co,25.000000,1.000000,0.000000
3649,Xorg,25.000000,1.000000,0.000000
7712,Isolated Web Co,25.000000,1.000000,0.000000
3636,xrdp,5.000000,1.000000,0.000000
3649,Xorg,32.000000,1.000000,0.000000
7365,Renderer,15.000000,1.000000,0.000000
3636,xrdp,39.000000,1.000000,0.000000
3649,Xorg,31.000000,1.000000,0.000000
10085,JobScheduler FJ,50.000000,0.000000,0.000000
4528,C2 CompilerThre,5.000000,0.000000,0.000000
10076,JobScheduler FJ,48.000000,0.000000,0.000000
10081,JobScheduler FJ,59.000000,0.000000,0.000000
10073,JobScheduler FJ,62.000000,0.000000,0.000000
10079,JobScheduler FJ,72.000000,0.000000,0.000000
10080,JobScheduler FJ,80.000000,0.000000,0.000000
10084,JobScheduler FJ,45.000000,0.000000,0.000000
10075,JobScheduler FJ,80.000000,0.000000,0.000000
10077,JobScheduler FJ,103.000000,0.000000,1.000000
7712,Isolated Web Co,10.000000,0.000000,0.000000
10078,JobScheduler FJ,47.000000,0.000000,0.000000
10082,JobScheduler FJ,77.000000,0.000000,0.000000
7712,Isolated Web Co,26.000000,1.000000,0.000000
3649,Xorg,5.000000,1.000000,0.000000
7712,Isolated Web Co,36.000000,1.000000,0.000000
3636,xrdp,5.000000,1.000000,0.000000
3649,Xorg,25.000000,1.000000,0.000000
7712,Isolated Web Co,22.000000,1.000000,0.000000
3649,Xorg,10.000000,1.000000,0.000000
3636,xrdp,35.000000,1.000000,0.000000
3649,Xorg,35.000000,1.000000,0.000000
7712,Isolated Web Co,21.000000,1.000000,0.000000
7365,Renderer,30.000000,1.000000,0.000000
3636,xrdp,42.000000,1.000000,0.000000
3649,Xorg,15.000000,1.000000,0.000000
3636,xrdp,44.000000,1.000000,0.000000
7712,Isolated Web Co,27.000000,1.000000,0.000000
3649,Xorg,20.000000,1.000000,0.000000
3636,xrdp,36.000000,1.000000,0.000000
777,atop,158.000000,0.000000,1.000000
7712,Isolated Web Co,25.000000,1.000000,0.000000
3636,xrdp,23.000000,1.000000,0.000000
3649,Xorg,22.000000,1.000000,0.000000
3636,xrdp,22.000000,1.000000,0.000000
7712,Isolated Web Co,33.000000,1.000000,0.000000
7712,Isolated Web Co,32.000000,1.000000,0.000000
3636,xrdp,8.000000,1.000000,0.000000
3649,Xorg,22.000000,0.000000,0.000000
3636,xrdp,5.000000,1.000000,0.000000
3649,Xorg,24.000000,1.000000,0.000000
3636,xrdp,51.000000,1.000000,0.000000
7712,Isolated Web Co,15.000000,0.000000,0.000000
3649,Xorg,19.000000,1.000000,0.000000
3636,xrdp,45.000000,1.000000,0.000000
7712,Isolated Web Co,5.000000,1.000000,0.000000
3636,xrdp,31.000000,1.000000,0.000000
3649,Xorg,25.000000,1.000000,0.000000
7712,Isolated Web Co,32.000000,1.000000,0.000000
3636,xrdp,63.000000,1.000000,0.000000
3649,Xorg,26.000000,1.000000,0.000000
7712,Isolated Web Co,31.000000,1.000000,0.000000
3636,xrdp,31.000000,1.000000,0.000000
7712,Isolated Web Co,17.000000,0.000000,0.000000
7712,Isolated Web Co,31.000000,1.000000,0.000000
3636,xrdp,16.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
7712,Isolated Web Co,16.000000,1.000000,0.000000
3649,Xorg,36.000000,1.000000,0.000000
3636,xrdp,31.000000,1.000000,0.000000
7365,Renderer,21.000000,1.000000,0.000000
7712,Isolated Web Co,30.000000,1.000000,0.000000
3636,xrdp,49.000000,1.000000,0.000000
7712,Isolated Web Co,40.000000,1.000000,0.000000
3636,xrdp,5.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
7712,Isolated Web Co,5.000000,1.000000,0.000000
7712,Isolated Web Co,40.000000,1.000000,0.000000
3636,xrdp,24.000000,1.000000,0.000000
3649,Xorg,5.000000,1.000000,0.000000
7365,Renderer,10.000000,0.000000,0.000000
3649,Xorg,43.000000,1.000000,0.000000
3636,xrdp,38.000000,1.000000,0.000000
3636,xrdp,37.000000,1.000000,0.000000
3649,Xorg,5.000000,1.000000,0.000000
7712,Isolated Web Co,26.000000,0.000000,0.000000
10073,JobScheduler FJ,48.000000,0.000000,0.000000
10080,JobScheduler FJ,51.000000,0.000000,0.000000
10078,JobScheduler FJ,54.000000,0.000000,0.000000
10079,JobScheduler FJ,63.000000,0.000000,0.000000
10077,JobScheduler FJ,48.000000,0.000000,0.000000
10084,JobScheduler FJ,55.000000,0.000000,0.000000
10075,JobScheduler FJ,66.000000,0.000000,0.000000
10081,JobScheduler FJ,68.000000,0.000000,0.000000
7365,Renderer,25.000000,0.000000,0.000000
10085,JobScheduler FJ,40.000000,0.000000,0.000000
10082,JobScheduler FJ,40.000000,0.000000,0.000000
10076,JobScheduler FJ,43.000000,0.000000,0.000000
4528,C2 CompilerThre,0.000000,0.000000,0.000000
3649,Xorg,38.000000,0.000000,0.000000
3636,xrdp,46.000000,1.000000,0.000000
3649,Xorg,0.000000,0.000000,0.000000
3636,xrdp,35.000000,0.000000,0.000000
3649,Xorg,15.000000,1.000000,0.000000
3649,Xorg,17.000000,1.000000,0.000000
3636,xrdp,46.000000,1.000000,0.000000
7712,Isolated Web Co,42.000000,1.000000,0.000000
3649,Xorg,10.000000,1.000000,0.000000
7365,Renderer,23.000000,1.000000,0.000000
3636,xrdp,40.000000,1.000000,0.000000
3649,Xorg,38.000000,1.000000,0.000000
7365,Renderer,45.000000,1.000000,0.000000
3636,xrdp,6.000000,1.000000,0.000000
3649,Xorg,18.000000,1.000000,0.000000
7365,Renderer,33.000000,1.000000,0.000000
7712,Isolated Web Co,26.000000,1.000000,0.000000
3636,xrdp,51.000000,1.000000,0.000000
3649,Xorg,39.000000,1.000000,0.000000
7712,Isolated Web Co,48.000000,1.000000,0.000000
3636,xrdp,30.000000,1.000000,0.000000
7365,Renderer,25.000000,1.000000,0.000000
3649,Xorg,26.000000,1.000000,0.000000
3649,Xorg,41.000000,1.000000,0.000000
3636,xrdp,28.000000,1.000000,0.000000
3636,xrdp,38.000000,1.000000,0.000000
3649,Xorg,26.000000,0.000000,0.000000
7712,Isolated Web Co,30.000000,1.000000,0.000000
7365,Renderer,26.000000,1.000000,0.000000
3649,Xorg,41.000000,1.000000,0.000000
10392,firefox,72.000000,1.000000,0.000000
3636,xrdp,46.000000,1.000000,0.000000
7712,Isolated Web Co,24.000000,1.000000,0.000000
7365,Renderer,5.000000,1.000000,0.000000
3649,Xorg,35.000000,1.000000,0.000000
7365,Renderer,39.000000,1.000000,0.000000
7712,Isolated Web Co,35.000000,1.000000,0.000000
3636,xrdp,43.000000,1.000000,0.000000
3636,xrdp,24.000000,1.000000,0.000000
7712,Isolated Web Co,5.000000,0.000000,0.000000
7365,Renderer,39.000000,1.000000,0.000000
3649,Xorg,35.000000,0.000000,0.000000
7712,Isolated Web Co,59.000000,1.000000,0.000000
7437,WRRende~ckend#1,10.000000,1.000000,0.000000
3636,xrdp,64.000000,1.000000,0.000000
7435,WRScene~ilder#1,0.000000,1.000000,0.000000
7365,Renderer,35.000000,1.000000,0.000000
3649,Xorg,44.000000,1.000000,0.000000
7712,Isolated Web Co,49.000000,1.000000,0.000000
3636,xrdp,43.000000,1.000000,0.000000
7365,Renderer,38.000000,1.000000,0.000000
3649,Xorg,47.000000,1.000000,0.000000
7712,Isolated Web Co,25.000000,1.000000,0.000000
3649,Xorg,15.000000,1.000000,0.000000
3636,xrdp,49.000000,1.000000,0.000000
7365,Renderer,0.000000,1.000000,0.000000
7365,Renderer,38.000000,1.000000,0.000000
3649,Xorg,45.000000,0.000000,0.000000
7712,Isolated Web Co,47.000000,1.000000,0.000000
3636,xrdp,34.000000,1.000000,0.000000
3649,Xorg,28.000000,0.000000,0.000000
7365,Renderer,41.000000,1.000000,0.000000
3649,Xorg,30.000000,1.000000,0.000000
7712,Isolated Web Co,55.000000,1.000000,0.000000
4528,C2 CompilerThre,37.000000,1.000000,0.000000
3636,xrdp,50.000000,1.000000,0.000000
7365,Renderer,33.000000,1.000000,0.000000
3649,Xorg,41.000000,0.000000,0.000000
10077,JobScheduler FJ,56.000000,0.000000,1.000000
10078,JobScheduler FJ,53.000000,0.000000,0.000000
10076,JobScheduler FJ,47.000000,0.000000,0.000000
10085,JobScheduler FJ,65.000000,0.000000,0.000000
10075,JobScheduler FJ,53.000000,0.000000,0.000000
10079,JobScheduler FJ,45.000000,0.000000,0.000000
10081,JobScheduler FJ,56.000000,1.000000,0.000000
10073,JobScheduler FJ,85.000000,0.000000,0.000000
10084,JobScheduler FJ,43.000000,0.000000,0.000000
10082,JobScheduler FJ,51.000000,0.000000,0.000000
10080,JobScheduler FJ,59.000000,0.000000,0.000000
3636,xrdp,56.000000,0.000000,0.000000
3636,xrdp,43.000000,1.000000,0.000000
3649,Xorg,21.000000,1.000000,0.000000
7712,Isolated Web Co,15.000000,1.000000,0.000000
7365,Renderer,41.000000,0.000000,0.000000
3649,Xorg,41.000000,1.000000,0.000000
3636,xrdp,42.000000,1.000000,0.000000
3636,xrdp,43.000000,1.000000,0.000000
3636,xrdp,20.000000,1.000000,0.000000
3636,xrdp,35.000000,1.000000,0.000000
10071,DefaultDispatch,7.000000,1.000000,0.000000
7712,Isolated Web Co,0.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
7365,Renderer,42.000000,1.000000,0.000000
3636,xrdp,43.000000,1.000000,0.000000
3649,Xorg,40.000000,1.000000,0.000000
7712,Isolated Web Co,38.000000,1.000000,0.000000
3636,xrdp,27.000000,1.000000,0.000000
3649,Xorg,15.000000,1.000000,0.000000
3636,xrdp,46.000000,0.000000,0.000000
7712,Isolated Web Co,35.000000,1.000000,0.000000
7365,Renderer,37.000000,1.000000,0.000000
3649,Xorg,41.000000,1.000000,0.000000
7712,Isolated Web Co,30.000000,1.000000,0.000000
3649,Xorg,5.000000,1.000000,0.000000
3636,xrdp,49.000000,0.000000,0.000000
7712,Isolated Web Co,45.000000,0.000000,0.000000
3649,Xorg,26.000000,1.000000,0.000000
7365,Renderer,5.000000,1.000000,0.000000
7712,Isolated Web Co,22.000000,1.000000,0.000000
3649,Xorg,20.000000,1.000000,0.000000
3636,xrdp,16.000000,1.000000,0.000000
7365,Renderer,0.000000,1.000000,0.000000
3636,xrdp,20.000000,1.000000,0.000000
3649,Xorg,19.000000,0.000000,0.000000
7712,Isolated Web Co,10.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
7712,Isolated Web Co,15.000000,1.000000,0.000000
3649,Xorg,10.000000,1.000000,0.000000
3636,xrdp,10.000000,1.000000,0.000000
4528,C2 CompilerThre,63.000000,1.000000,0.000000
7712,Isolated Web Co,67.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
3636,xrdp,49.000000,1.000000,0.000000
3649,Xorg,40.000000,1.000000,0.000000
7365,Renderer,5.000000,1.000000,0.000000
3649,Xorg,41.000000,1.000000,0.000000
7712,Isolated Web Co,25.000000,1.000000,0.000000
3636,xrdp,58.000000,1.000000,0.000000
7365,Renderer,10.000000,1.000000,0.000000
7712,Isolated Web Co,31.000000,1.000000,0.000000
3649,Xorg,40.000000,1.000000,0.000000
3636,xrdp,46.000000,0.000000,0.000000
7365,Renderer,5.000000,1.000000,0.000000
3649,Xorg,29.000000,1.000000,0.000000
3636,xrdp,8.000000,1.000000,0.000000
